"7fzHQizxTqy8wTXwlrgPQQ",""MILLION DOLLAR BABY"",""Tommy Richman"",""1"",""0"",""6"","""",""2024-05-13"",""94"",""False"",""155151"",""MILLION DOLLAR BABY"",""2024-04-26"",""0.849"",""0.699"",""1"",""-5.106"",""0"",""0.0436"",""0.0982"",""0.000215"",""0.068"",""0.927"",""138.003"",""4""";;
"7wLShogStyDeZvL0a6daN5",""TEXAS HOLD 'EM"",""Beyoncé"",""50"",""-10"",""-4"","""",""2024-05-13"",""86"",""True"",""233456"",""COWBOY CARTER"",""2024-03-29"",""0.727"",""0.711"",""2"",""-6.549"",""1"",""0.078"",""0.582"",""0.0"",""0.158"",""0.375"",""110.012"",""4""";;
"6AI3ezQ4o3HUoP6Dhudph3",""Not Like Us"",""Kendrick Lamar"",""1"",""1"",""0"",""ZA"",""2024-05-13"",""94"",""True"",""274192"",""Not Like Us"",""2024-05-04"",""0.898"",""0.472"",""1"",""-7.001"",""1"",""0.0776"",""0.0107"",""0.0"",""0.141"",""0.214"",""101.061"",""4""";;
"7fzHQizxTqy8wTXwlrgPQQ",""MILLION DOLLAR BABY"",""Tommy Richman"",""2"",""3"",""6"",""ZA"",""2024-05-13"",""94"",""False"",""155151"",""MILLION DOLLAR BABY"",""2024-04-26"",""0.849"",""0.699"",""1"",""-5.106"",""0"",""0.0436"",""0.0982"",""0.000215"",""0.068"",""0.927"",""138.003"",""4""";;
"2RNut2tMgGnggdKCxzLLNM",""Come back to me"",""RM"",""1"",""0"",""49"",""VN"",""2024-05-13"",""74"",""False"",""388960"",""Come back to me"",""2024-05-10"",""0.623"",""0.462"",""4"",""-7.82"",""0"",""0.0326"",""0.397"",""0.0115"",""0.0492"",""0.344"",""73.007"",""4""";;
"2HRgqmZQC0MC7GeNuDIXHN",""Seven (feat. Latto) (Explicit Ver.)"",""Jung Kook, Latto"",""2"",""0"",""0"",""VN"",""2024-05-13"",""86"",""True"",""183550"",""GOLDEN"",""2023-11-03"",""0.79"",""0.831"",""11"",""-4.185"",""1"",""0.044"",""0.312"",""0.0"",""0.0797"",""0.872"",""124.987"",""4""";;
"2KslE17cAJNHTsI2MI0jb2",""Standing Next to You"",""Jung Kook"",""3"",""0"",""-2"",""VN"",""2024-05-13"",""91"",""False"",""206019"",""GOLDEN"",""2023-11-03"",""0.711"",""0.809"",""2"",""-4.389"",""0"",""0.0955"",""0.0447"",""0.0"",""0.339"",""0.816"",""106.017"",""4""";;
"3Ua0m0YmEjrMi9XErKcNiR",""Like Crazy"",""Jimin"",""4"",""0"",""0"",""VN"",""2024-05-13"",""90"",""False"",""212241"",""FACE"",""2023-03-24"",""0.629"",""0.733"",""7"",""-5.445"",""1"",""0.0419"",""0.0025"",""0.0"",""0.357"",""0.362"",""120.001"",""4""";;
"2xOhv7XudrBDtkID1jwsFE",""Từng Là"",""Vũ Cát Tường"",""5"",""0"",""-2"",""VN"",""2024-05-13"",""69"",""False"",""252500"",""Từng Là"",""2024-03-01"",""0.808"",""0.414"",""5"",""-10.95"",""1"",""0.038"",""0.864"",""0.000118"",""0.174"",""0.609"",""115.041"",""4""";;
"4qYfRfSxsmhJ1WMaywtLyI",""Từng Quen"",""Wren Evans, itsnk"",""6"",""1"",""1"",""VN"",""2024-05-13"",""63"",""False"",""174545"",""LOI CHOI: The Neo Pop Punk"",""2023-12-17"",""0.768"",""0.325"",""7"",""-11.863"",""1"",""0.15"",""0.133"",""7.69e-06"",""0.174"",""0.525"",""76.975"",""4""";;
"2N0SPREDYqILVEFSsWF5N5",""Love Me Again"",""V"",""7"",""-1"",""-2"",""VN"",""2024-05-13"",""87"",""False"",""182293"",""Layover"",""2023-08-11"",""0.633"",""0.607"",""0"",""-6.182"",""0"",""0.0532"",""0.183"",""1.38e-06"",""0.167"",""0.363"",""74.029"",""4""";;
"3OVMe3H6iAxbLF8iD2UYrw",""Chúng Ta Của Tương Lai"",""Sơn Tùng M-TP"",""8"",""1"",""0"",""VN"",""2024-05-13"",""60"",""False"",""249871"",""Chúng Ta Của Tương Lai"",""2024-03-08"",""0.694"",""0.557"",""0"",""-7.097"",""1"",""0.0804"",""0.787"",""0.00688"",""0.115"",""0.485"",""145.954"",""4""";;
